,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14,0.15399184226989746,0.015622322005356008,0.020549678802490236,0.013450969467690442,True,5,auto,2,5,27,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 27}",0.21509350506953406,0.6372724412616757,0.5322763654005014,0.3267022032473762,0.32898824573480023,0.40806655214277754,0.15367208596785692,1490
15,0.18600716590881347,0.012286825772084916,0.012616825103759766,0.007657517038778598,True,5,auto,2,5,32,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 32}",0.23088857436319987,0.6371944802709327,0.5427233454028231,0.32934168864765,0.32059466765749234,0.41214855126841954,0.15217734151500023,1099
16,0.18555264472961425,0.01721403786240487,0.016077136993408202,0.007188720356063816,True,5,auto,2,5,36,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 36}",0.2340617402003239,0.622207041900718,0.5435441155325574,0.32664757089200247,0.31487004644164995,0.40826610299345034,0.14819071104157333,1478
17,0.1875145435333252,0.00502109936272943,0.018726396560668945,0.0058370374348934405,True,5,auto,2,5,41,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 41}",0.23444097256076046,0.6253610995898821,0.5429837106999319,0.3235366492852121,0.304701413755459,0.40620476917824905,0.1505840144507202,1694
18,0.20975313186645508,0.007651621990819594,0.017608499526977538,0.004530423497812987,True,5,auto,2,5,45,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 45}",0.24290011233428,0.6191026161329669,0.5517743369795625,0.31256896084135966,0.30526267459729917,0.40632174017709366,0.1497606796892705,1673
19,0.2252021312713623,0.005828029465868251,0.02261381149291992,0.0016450812602242485,True,5,auto,2,5,50,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.23994895232865887,0.6228031858037719,0.5482711181714739,0.31040291614898985,0.3088025331725147,0.40604574112508185,0.15060131633582816,1698
20,0.05335502624511719,0.008340092508842146,0.004543495178222656,0.0003952365224627141,True,5,auto,2,10,10,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10}",0.2018915873529068,0.5804875338564557,0.4923309021600438,0.3385057710849688,0.35068380167166213,0.3927799192252074,0.13137782789212596,3080
21,0.0869710922241211,0.008129825483939713,0.012362337112426758,0.00847233731661902,True,5,auto,2,10,14,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 14}",0.1945862311207286,0.6101093005060532,0.5076937530872572,0.35001691420155834,0.33215743707459466,0.3989127271980384,0.14493701422193114,2633
22,0.08263158798217773,0.0038892769134205537,0.012840461730957032,0.006372490248425576,True,5,auto,2,10,18,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 18}",0.2048204030764026,0.6178735091223211,0.5122757548205346,0.35411382062290964,0.33250808760355455,0.4043183150491444,0.14473233683285192,1874
23,0.11957387924194336,0.004920517767167014,0.011621379852294922,0.005369336129958459,True,5,auto,2,10,23,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 23}",0.20464152001445424,0.6374808348271329,0.5113210773949621,0.34383729216923686,0.3250139728682464,0.40445893945480654,0.15207380326368483,1872
24,0.13105378150939942,0.007294186650824866,0.015331792831420898,0.004845099836597775,True,5,auto,2,10,27,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 27}",0.20923553612878065,0.6203081517801632,0.5182304092948335,0.34101269120305444,0.3284564270664141,0.40344864309464923,0.14659038974648184,2088
25,0.15349760055541992,0.008308024930309202,0.015621232986450195,0.00395936898121402,True,5,auto,2,10,32,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 32}",0.22154482780701523,0.6199479809065664,0.5294101910445407,0.33845798708137576,0.32101759487425396,0.4060757163427504,0.14615842662099468,1695
26,0.18970556259155275,0.015971464703422204,0.01709918975830078,0.008101775783880613,True,5,auto,2,10,36,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 36}",0.22274373853813623,0.6049690861846687,0.5313308543569403,0.3391439608909407,0.3115628945141351,0.40195010689696414,0.14295836202415865,2238
27,0.2459491729736328,0.013423897504754331,0.03083353042602539,0.01852906010471522,True,5,auto,2,10,41,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 41}",0.22738285143914283,0.6096887391772148,0.5313894562303183,0.3325161079935811,0.3060751362447125,0.40141045821699384,0.1444958444200965,2252
28,0.2373302936553955,0.01536148495079787,0.02492685317993164,0.00952788225321912,True,5,auto,2,10,45,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 45}",0.24104056743145397,0.6021308458836871,0.5391477043106631,0.32254101616717223,0.3104550262862361,0.4030630320158425,0.14103783133844572,2095
29,0.24769234657287598,0.005447450281916974,0.022560882568359374,0.001188399222993722,True,5,auto,2,10,50,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.2339529683437387,0.6034256223432495,0.5344895025069984,0.31967804394523347,0.30960594465936786,0.4002304163597176,0.14259275103529542,2483
30,0.06260190010070801,0.027406267915089346,0.007664918899536133,0.006731656110029471,True,5,auto,3,2,10,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 10}",0.2605024517871557,0.5767789301490305,0.4866460687225277,0.31072656738495197,0.3369601401810647,0.3943228316449461,0.11832203160976068,3007
31,0.07170095443725585,0.010849705678666617,0.013475751876831055,0.007188376890815832,True,5,auto,3,2,14,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 14}",0.253796041350723,0.600717844362546,0.5104513667073934,0.32765734944914926,0.32753253163378904,0.4040310267007201,0.12982026202147226,1916
32,0.08888254165649415,0.004459442804858468,0.012712955474853516,0.0063491284966753405,True,5,auto,3,2,18,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 18}",0.25224154818826794,0.5954591870778925,0.510961596446449,0.33894500649756865,0.3198134615058805,0.40348415994321174,0.12841045605058532,2066
33,0.10590848922729493,0.011567300972449568,0.01578798294067383,0.005061961836714769,True,5,auto,3,2,23,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 23}",0.2417320390739176,0.6241783724479101,0.5131749107653472,0.326293588281512,0.3315007101613622,0.4073759241460098,0.1399757244007779,1505
34,0.13261523246765136,0.010137141465209887,0.01202998161315918,0.0072635602649896045,True,5,auto,3,2,27,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 27}",0.2397653861224477,0.6105131332504576,0.5224222831444708,0.32872474694410514,0.33426583181490854,0.407138276255278,0.1372038583942905,1530
35,0.1487586498260498,0.009573422511580266,0.017931127548217775,0.0048564730524709955,True,5,auto,3,2,32,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 32}",0.2392614339672886,0.6172502665219708,0.5283560505752275,0.33092491489239884,0.3355485157854421,0.41026823634846554,0.13993428346544104,1243
36,0.16718134880065919,0.006451827185404047,0.016383028030395506,0.007763337058779124,True,5,auto,3,2,36,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 36}",0.2397962570533313,0.603790005815126,0.5282719433422562,0.32517435612875545,0.32664783215185,0.4047360788982638,0.13748931774153725,1849
37,0.180458402633667,0.004732230967950795,0.017396926879882812,0.004899447749412866,True,5,auto,3,2,41,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 41}",0.243122131474942,0.6044777644736514,0.5286906193187004,0.32865177468801277,0.3209200911955511,0.4051724762301715,0.13725416276213245,1796
38,0.1972562313079834,0.009123380634724721,0.017519044876098632,0.004862721512987773,True,5,auto,3,2,45,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 45}",0.2543189950916579,0.5949209865402814,0.5363009019415796,0.31957539899828935,0.32024002844870914,0.40507126220410355,0.13453346279752282,1798
39,0.22153515815734864,0.0031792994475010354,0.017284059524536134,0.005938907709370767,True,5,auto,3,2,50,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}",0.2545674900637146,0.6017776709065041,0.5289355594913601,0.3218182849938247,0.3291023106923091,0.40724026322954254,0.1336906711603189,1527
